Wall time,Step,Value
1685394027.558847,0,0.43257519602775574
1685394189.539443,1,0.16092820465564728
1685394354.716717,2,0.051388729363679886
1685394521.043702,3,0.024218926206231117
1685394691.949572,4,0.009280559606850147
