Wall time,Step,Value
1685345813.901576,0,0.7271573543548584
1685348265.063533,1,0.9054568409919739
1685350845.806563,2,0.9603426456451416
1685353297.390644,3,0.9806472063064575
1685355779.91615,4,0.9854061007499695
