Wall time,Step,Value
1685345813.900269,0,0.5135087370872498
1685348265.062593,1,0.23347687721252441
1685350845.805584,2,0.1142653152346611
1685353297.389255,3,0.05924601852893829
1685355779.914991,4,0.043109290301799774
