Wall time,Step,Value
1685438595.507074,0,0.7887499928474426
1685439119.297681,1,0.8650000214576721
1685439638.045533,2,0.8874999713897705
1685440150.469491,3,0.9250000143051147
1685440676.21288,4,0.9281249976158142
