Wall time,Step,Value
1685400676.814422,0,0.5121423602104187
1685403138.652851,1,0.23176342248916626
1685405634.429959,2,0.08926307410001755
1685408089.215756,3,0.06748666286468506
1685410557.158839,4,0.05055903270840645
