Wall time,Step,Value
1685433372.734174,0,0.7079545259475708
1685433781.338346,1,0.8613636493682861
1685434205.68456,2,0.9204545617103577
1685434693.703008,3,0.9647727012634277
1685435093.026974,4,0.9716230011920929

