Wall time,Step,Value
1685433372.733213,0,0.562900960445404
1685433781.337303,1,0.35230761766433716
1685434205.68368,2,0.2240040898323059
1685434693.701057,3,0.10460806638002396
1685435093.026073,4,0.0424797460436821
