Wall time,Step,Value
1685394027.559117,0,0.7978723645210266
1685394189.539678,1,0.9454787373542786
1685394354.716943,2,0.9906914830207825
1685394521.043947,3,0.9933510422706604
1685394691.94982,4,0.998670220375061
